restaurant,location,cuisine,price,food_rating,service_rating,ambience_rating,value_rating,num_reviews,recommendation_percentage,chef,dining_style,dress_code,noise_level
Sarabeth's Park Avenue South,Gramercy / Flatiron,American,$30 and under,4.5,4.3,4.4,4,1929,88%,Freda Sugarman,Casual Dining,Smart Casual,Moderate
French Roast Uptown,Upper West Side,French American,$30 and under,4.3,4.4,4.3,4.2,133,100%,Gary Clegg,Casual Dining,Casual Dress,Moderate
Westville Wall Street,Financial District,American,$30 and under,4.6,4.5,4.3,4.5,62,91%,,Casual Dining,Casual Dress,Moderate
There,Lower East Side,Russian,$30 and under,4.7,4.8,4.7,4.4,16,88%,Ricky Dolinsky,Casual Dining,Smart Casual,Quiet
Felidia,Midtown East,Italian,$31 to $50,4.7,4.6,4.5,4.1,4998,90%,Fortunato Nicotra,Fine Dining,Smart Casual,Moderate
Kellari Taverna,Theater District / Times Square,Greek,$31 to $50,4.4,4.3,4.4,3.9,5709,90%,Themis Papadopoulos,Casual Elegant,Smart Casual,Moderate
Quality Meats,Midtown West,Steakhouse,$50 and over,4.5,4.4,4.5,4,7265,83%,Craig Koketsu,Casual Elegant,Business Casual,Moderate
Piacere,Little Italy,Italian,$31 to $50,4.5,4.2,4.4,4.2,114,91%,,Casual Dining,Casual Dress,Moderate
Seven Hills Mediterranean Grill,Upper West Side,Mediterranean,$30 and under,4.2,4,3.9,4.1,74,81%,,Casual Dining,Casual Dress,Quiet
The Little Beet Table,Gramercy / Flatiron,American,$31 to $50,4.6,4.4,4.4,4.2,1230,95%,Matthew Aita,Casual Dining,Casual Dress,Moderate
Quality Italian - New York,Midtown West,Steakhouse,$31 to $50,4.6,4.5,4.4,4,2865,88%,Scott Tacinelli,Fine Dining,Business Casual,Moderate
Avra Madison Estiatorio on 60th,Midtown East,Mediterranean,$50 and over,4.7,4.6,4.7,4.2,1540,92%,Christos Phillipou,Casual Elegant,Smart Casual,Moderate
2nd Floor Bar & Essen,Upper East Side,Bar / Lounge / Bottle Service,$30 and under,4.4,4,4.4,3.8,22,85%,David Teyf,Casual Dining,Casual Dress,Moderate
Marea,Midtown West,Italian,$31 to $50,4.7,4.7,4.6,4.2,7340,91%,Molly Nickerson,Casual Elegant,Smart Casual,Moderate
Cookshop,Chelsea,American,$30 and under,4.6,4.6,4.5,4.3,5295,92%,Marc Meyer ,Casual Elegant,Casual Dress,Moderate
The NoMad,NoMad,Contemporary American,$31 to $50,4.7,4.6,4.7,4.2,3175,97%,Daniel Humm and James Kent,Casual Elegant,Smart Casual,Moderate
Blue Fin - New York,Theater District / Times Square,Seafood,$31 to $50,4.4,4.3,4.3,3.9,7231,89%,,Casual Elegant,Business Casual,Moderate
Butter Midtown,Midtown West,Contemporary American,$31 to $50,4.4,4.3,4.5,4,3829,83%,Alexandra Guarnaschelli,Casual Elegant,Business Casual,Moderate
Cosme,Gramercy / Flatiron,Contemporary Mexican,$50 and over,4.5,4.3,4.4,3.6,2468,74%,Daniela Soto Innes & Enrique Olvera,Casual Elegant,Casual Dress,Moderate
Aureole,Theater District / Times Square,American,$31 to $50,4.4,4.5,4.4,4,3910,84%,Executive Chef Christopher Engel,Fine Dining,Business Casual,Quiet
Hakkasan - New York,Midtown West,Chinese,$50 and over,4.5,4.3,4.5,3.9,2989,85%,Michelin-starred Chef Ho Chee Boon ,Fine Dining,Business Casual,Moderate
Bond 45,Theater District / Times Square,Italian,$30 and under,4.2,4.2,4.2,3.9,5410,86%,Jawn Chasteen,Casual Elegant,Smart Casual,Moderate
Quality Eats Nomad,NoMad,Steakhouse,$31 to $50,4.4,4.2,4.4,4.1,224,88%,,Casual Dining,Casual Dress,Moderate
Tao Uptown,Midtown East,Asian,$31 to $50,4.5,4.4,4.6,4.1,11565,89%,John Villa,Casual Elegant,Casual Dress,Moderate
The View Restaurant,Theater District / Times Square,Contemporary American,$50 and over,4.2,4.5,4.5,3.9,11648,86%,Carlos Velez,Casual Elegant,Business Casual,Quiet
Catch New York,Meatpacking District,Seafood,$31 to $50,4.6,4.3,4.5,4,5844,85%,Hilary Ambrose ,Casual Elegant,Smart Casual,Moderate
La Pecora Bianca - NoMad,Gramercy / Flatiron,Italian,$30 and under,4.5,4.3,4.5,4.2,1209,91%,Cruz Goler,Casual Dining,Casual Dress,Moderate
Buddakan NY,Meatpacking District,Chinese,$50 and over,4.6,4.6,4.7,4.2,12341,92%,Yang Huang & Brian Ray,Casual Elegant,Smart Casual,Moderate
The Smith - Midtown,Midtown East,American,$30 and under,4.5,4.4,4.3,4.2,4660,91%,Brian Ellis,Casual Dining,Casual Dress,Moderate
Tao Downtown,Chelsea,Pan-Asian,$50 and over,4.5,4.4,4.7,4.2,2886,90%,Ralph Scamardella / Anthony Inn,Casual Dining,Business Casual,Moderate
Maialino,Gramercy / Flatiron,Italian,$31 to $50,4.7,4.5,4.6,4.2,4223,89%,,Casual Dining,Casual Dress,Moderate
The Smith - Nomad,Gramercy / Flatiron,American,$30 and under,4.6,4.5,4.4,4.2,2201,95%,Brian Ellis,Casual Dining,Casual Dress,Moderate
Carmine's - 44th Street - NYC,Theater District / Times Square,Italian,$30 and under,4.6,4.5,4.5,4.4,14119,95%,,Casual Dining,Casual Dress,Moderate
Tony's Di Napoli - Midtown,Theater District / Times Square,Italian,$30 and under,4.6,4.7,4.4,4.4,10970,96%,,Casual Dining,Casual Dress,Moderate
ilili,Gramercy / Flatiron,Lebanese,$31 to $50,4.6,4.5,4.4,4.1,5556,90%, Philippe Massoud,Fine Dining,Business Casual,Moderate
Foley's NY,Garment District / Flower District,American,$30 and under,4,5,5,5,,100%,,Casual Dining,Business Casual,Quiet
STK - NYC - Midtown,Midtown West,Steakhouse,$31 to $50,4.4,4.3,4.4,3.8,3412,79%,Andrew Del Vecchio,Casual Elegant,Business Casual,Moderate
FIG & OLIVE Fifth Avenue,Midtown East,Mediterranean,$31 to $50,4.4,4.2,4.3,4,7898,89%,,Casual Elegant,Business Casual,Moderate
Scarpetta,NoMad,Italian,$31 to $50,4.5,4.5,4.5,4,4221,83%,Chef Jorge Espinoza,Casual Elegant,Smart Casual,Moderate
Upland,Gramercy / Flatiron,Contemporary American,$50 and over,4.6,4.6,4.7,4.2,2253,91%,Justin Smillie,Casual Elegant,Smart Casual,Moderate
Park Avenue Spring,Gramercy / Flatiron,American,$31 to $50,4.5,4.4,4.7,4.2,2415,90%,Zene Flinn,Casual Elegant,Smart Casual,Moderate
Evergreen on 38,Garment District / Flower District,Chinese,$30 and under,3.9,3.8,3.5,3.8,6,83%,,Casual Dining,Casual Dress,Moderate
Del Frisco's Double Eagle Steakhouse - New York City,Midtown West,Steakhouse,$50 and over,4.7,4.7,4.6,4.2,8695,91%,Brian Christman,Fine Dining,Smart Casual,Moderate
O'Reilly's Pub,Midtown West,Irish,$30 and under,4.3,3.7,4.1,3.9,27,100%,,Casual Dining,Casual Dress,Moderate
Henry at Life Hotel,NoMad,"Global, International",$31 to $50,4.5,4.4,4.3,4,58,91%,Joseph Johnson,Casual Elegant,Smart Casual,Moderate
Becco,Theater District / Times Square,Italian,$30 and under,4.5,4.4,4.1,4.3,20641,89%,William Gallagher,Casual Dining,Casual Dress,Moderate
Hooters on 33rd,Midtown West,American,$30 and under,3.9,3.9,4.1,3.6,133,72%,,Casual Dining,Casual Dress,Moderate
Celon Bar and Lounge,Midtown East,Bar / Lounge / Bottle Service,$31 to $50,3.8,4.2,4.4,3.8,13,77%,,Casual Elegant,Smart Casual,Moderate
Habanero Blues,Midtown East,American,$30 and under,3.4,3.5,3.6,3.6,140,60%,,Casual Dining,Casual Dress,Moderate
Stanford East Sake Bar,Midtown West,Japanese,$30 and under,3.9,4,4.1,3.7,10,83%,,Casual Dining,Casual Dress,Moderate
Toledo Restaurant,Murray Hill,Spanish,$50 and over,4.6,4.6,4.3,3.8,123,92%,,Fine Dining,Business Casual,Quiet
Feile,Midtown West,Irish,$30 and under,4.2,4.2,4,4.1,185,100%,David Gallagher,Casual Dining,Casual Dress,Moderate
Proper West,Midtown West,Contemporary American,$30 and under,4,4.1,4.1,3.9,129,75%,Eddie Janda ,Casual Dining,Business Casual,Moderate
The Australian,Midtown West,Australian,$31 to $50,4,4.6,4.5,4.3,128,77%,Angel Castillo,Casual Dining,Casual Dress,Moderate
Soju Haus,NoMad,Korean,$30 and under,4.3,4.3,4.4,4.2,37,89%,,Casual Dining,Business Casual,Moderate
Arabesque,Midtown East,Moroccan,$50 and over,4.4,4.2,4.3,4,270,91%,,Casual Elegant,Smart Casual,Moderate
Elsie Rooftop,Midtown West,American,$30 and under,3.3,3.5,4.3,3.3,21,67%,,Casual Elegant,Business Casual,Moderate
Reichenbach Hall,Midtown West,German,$30 and under,4,3.8,4.1,3.9,390,78%,,Casual Dining,Casual Dress,Moderate
Restaurant at HGU,NoMad,American,$31 to $50,4.1,4.2,4,3.8,4,83%,,Casual Dining,Business Casual,Quiet
Ainsworth Midtown,Murray Hill,Contemporary American,$31 to $50,4,3.4,4,3.8,119,100%,Andrew Gold,Casual Dining,Casual Dress,Moderate
Rowland's Bar & Grill,Midtown West,American,$30 and under,4.2,4.4,4,3.9,99,88%,,Casual Dining,Casual Dress,Moderate
Havana NY,Midtown West,Cuban,$30 and under,4.3,4.5,4.3,4,959,86%,,Casual Dining,Casual Dress,Moderate
CajunSea,Hell's Kitchen,Seafood,$30 and under,4.2,4.4,4.1,4.1,267,86%,,Casual Dining,Casual Dress,Moderate
The Shakespeare,Midtown East,British,$31 to $50,4.2,4.3,4.3,4.1,330,92%,Jason Hicks,Casual Dining,Casual Dress,Moderate
Madison Bistro,Murray Hill,French,$30 and under,4.2,4.4,4.2,4.1,773,100%,Claude Godard,Casual Dining,Smart Casual,Quiet
Croton Reservoir Tavern,Midtown West,American,$30 and under,4,4,3.8,3.7,860,85%,Mike Nelson,Casual Elegant,Smart Casual,Moderate
Frankie & Johnnie's Steakhouse - Manhattan,Midtown West,Steak,$31 to $50,4.4,4.4,4.4,3.9,1557,86%,,Casual Dining,Business Casual,Moderate
Hortus NYC,NoMad,Contemporary Asian,$31 to $50,4.5,4.3,4.6,4.2,16,100%,,Casual Dining,Casual Dress,Moderate
Calle Dao - Bryant Park,Theater District / Times Square,Cuban,$30 and under,4.4,4.5,4.4,4.1,371,85%,,Casual Elegant,Smart Casual,Moderate
STATE Grill and Bar,Midtown East,American,$31 to $50,4.5,4.5,4.3,4.1,676,90%,Chef Priscilla Yeh,Casual Elegant,Smart Casual,Quiet
Madangsui-NY,Midtown West,Korean,$30 and under,4.2,4.1,3.8,3.8,270,83%,,Casual Dining,Business Casual,Moderate
Dons Bogam Black,Midtown East,Korean,$50 and over,4.7,4.6,4.4,4.1,74,100%,,Casual Elegant,Smart Casual,Moderate
800 Degrees Woodfired Kitchen,Murray Hill,Rotisserie Chicken,$30 and under,4.7,4.5,4.3,4.4,60,100%,,Casual Dining,Casual Dress,Moderate
Massoni,Midtown East,Italian,$31 to $50,4.4,4.2,4,3.9,248,89%,,Casual Elegant,Smart Casual,Moderate
Osamil,Midtown West,Korean,$30 and under,4.6,4.5,4.5,4.3,227,96%,Dong Gul Lee,Casual Dining,Business Casual,Moderate
Trademark,Midtown West,American,$30 and under,4.4,4.3,4.4,4.1,268,94%,,Casual Dining,Business Casual,Moderate
AYZA Wine & Chocolate Bar,Midtown West,Wine Bar,$30 and under,4.5,4.4,4.4,4.3,2380,94%,Hugo Garcia,Casual Elegant,Casual Dress,Moderate
Charlie Palmer Steak,Midtown East,Steakhouse,$31 to $50,4.2,4.3,4.1,3.7,599,73%,Charlie Palmer,Casual Elegant,Business Casual,Quiet
Fine & Rare,Murray Hill,American,$50 and over,4.3,4.5,4.8,4.1,630,93%,Philip Sireci,Casual Elegant,Business Casual,Moderate
Samwon Garden,NoMad,Korean,$31 to $50,4.6,4.3,4.3,4.1,87,89%,Jefferson Cho,Casual Dining,Casual Dress,Moderate
Parker & Quinn,Midtown West,American,$30 and under,4.5,4.5,4.4,4.2,1153,92%,Jeffrey Haskell,Casual Dining,Business Casual,Moderate
Wolfgang's Steak House - Park Avenue,Midtown East,Steakhouse,$50 and over,4.7,4.5,4.3,4.2,666,92%,,Casual Dining,Casual Dress,Moderate
Sushi Ginza Onodera - NYC,Midtown East,Sushi,$50 and over,4.8,4.9,4.7,4.4,266,92%,Akifumi Sakagami,Fine Dining,Casual Dress,Quiet
GAONNURI,Midtown West,Korean,$31 to $50,4.5,4.4,4.7,4.1,2208,90%,Chef Gun-Shik Lee,Elegant Dining,Business Casual,Moderate
Woodpecker by David Burke,NoMad,American,$30 and under,4.3,4.2,4.2,3.9,337,77%,David Burke,Casual Elegant,Smart Casual,Moderate
Zuma Japanese Restaurant - NY,Midtown East,Japanese,$50 and over,4.6,4.4,4.6,4,958,86%,Oliver Lange,Casual Elegant,Business Casual,Moderate
Stella 34 Trattoria,Midtown West,Italian,$30 and under,4.3,4,4.2,3.9,2350,88%,Jarett Appell,Casual Elegant,Casual Dress,Moderate
Ai Fiori,Midtown West,Contemporary European,$31 to $50,4.4,4.5,4.5,4.1,4094,81%,Scott Schneider,Fine Dining,Smart Casual,Quiet
Massoni,Midtown East,Italian,$31 to $50,4.4,4.2,4,3.9,248,89%,,Casual Elegant,Smart Casual,Moderate
LEGASEA,Midtown West,Seafood,$31 to $50,4.3,4.4,4.3,3.9,502,84%,Jason Hall,Casual Elegant,Business Casual,Moderate
The Liberty NYC,Midtown East,American,$30 and under,3.9,4,3.9,3.8,256,62%,,Casual Dining,Casual Dress,Moderate
The Rag Trader,Midtown West,American,$31 to $50,4.4,4.4,4.6,4.2,491,93%,Justin Ottervanger,Casual Dining,Smart Casual,Moderate
Wallsé,West Village,Austrian,$50 and over,4.7,4.7,4.6,4.1,1446,95%,Kurt Gutenbrunner (chef/owner),Elegant Dining,Smart Casual,Quiet
L'Amico,Chelsea,American,$30 and under,4.6,4.4,4.4,4.1,1463,93%,,Casual Dining,Casual Dress,Moderate
Lincoln Square Steak,Upper West Side,Steakhouse,$50 and over,4.3,4.2,4.3,4,2230,84%,,Fine Dining,Business Casual,Quiet
La Boite en Bois,Lincoln Square,French,$31 to $50,4.4,4.4,4.2,4.1,2516,89%,Gino Barbuti,Casual Elegant,Business Casual,Moderate
The Vine,Chelsea,American,$31 to $50,4.4,4.2,4.4,4,102,79%,Laurent Tourondel,Casual Elegant,Smart Casual,Moderate
Koi - New York,Midtown West,Japanese,$31 to $50,4.6,4.6,4.5,3.9,3330,90%,,Casual Elegant,Business Casual,Moderate
Petit Poulet,Midtown West,French,$30 and under,3.9,3.9,4,3.9,798,87%,,Casual Dining,Casual Dress,Moderate
Bocado Cafe,Upper East Side,American,$30 and under,4.5,4.4,4.3,4.1,403,97%,,Casual Dining,Casual Dress,Moderate
Cupping Room Cafe,SoHo,Comfort Food,$30 and under,4.3,4.3,4.3,4.1,892,92%,,Home Style,Casual Dress,Moderate
Jules Bistro,East Village,French,$31 to $50,4.4,4.3,4.6,4.2,537,97%,Octavio Torres,Casual Dining,Casual Dress,Moderate
Salumeria Rosi,Upper West Side,Italian,$31 to $50,4.7,4.5,4.4,4.2,888,94%,,Casual Elegant,Casual Dress,Moderate
Felice 64 Wine Bar,Upper East Side,Italian,$31 to $50,4.6,4.6,4.6,4.4,191,92%,,Casual Elegant,Smart Casual,Moderate
Petit Poulet,Midtown West,French,$30 and under,3.9,3.9,4,3.9,798,87%,,Casual Dining,Casual Dress,Moderate
The Black Ant,East Village,Mexican,$30 and under,4.2,4.2,4.3,3.9,409,83%,Chef Mario Hernandez,Casual Dining,Casual Dress,Moderate
Dos Caminos - SoHo,SoHo,Mexican,$31 to $50,4.1,4.1,4.2,3.9,1037,83%,Ariel Fox,Casual Dining,Smart Casual,Moderate
Buenos Aires,East Village,Argentinean,$30 and under,4.7,4.6,4.5,4.4,490,100%,,Casual Dining,Casual Dress,Moderate
Pinch Chinese,SoHo,Chinese,$31 to $50,4.7,4.5,4.5,4.3,47,100%,Charlie Chen,Casual Dining,Casual Dress,Moderate
' BAR VERDE,East Village,Mexican,$31 to $50,4.7,4.4,4.4,4.2,185,94%,Scott Winegard,Casual Dining,Casual Dress,Moderate
Divya's Kitchen,East Village,Vegetarian / Vegan,$30 and under,4.7,4.7,4.8,4.6,420,98%,Divya Alter,Casual Dining,Business Casual,Quiet
The Capital Grille - NY- Wall Street,Financial District,Steakhouse,$50 and over,4.6,4.7,4.6,4.2,1880,95%,Michael Cardella,Fine Dining,Business Casual,Moderate
Brooklyn Chop House,Financial District,Steakhouse,$30 and under,4.4,4,4.4,4,319,84%,Chef Skinny Mei ,Fine Dining,Casual Dress,Moderate
Le Gigot,West Village,Provencal,$30 and under,4.7,4.8,4.6,4.3,1342,96%,Alioune Ndiaye,Casual Dining,Casual Dress,Quiet
Macao Trading Company,TriBeCa - Downtown,Chinese,$30 and under,4.5,4.4,4.6,3.9,802,87%,Felix Garcia,Home Style,Business Casual,Moderate
Harwood on Hudson,West Village,American,$31 to $50,4.4,4.4,4.6,4.1,134,94%,Terry Harwood,Casual Dining,Casual Dress,Moderate
Toriko NY,West Village,Yakitori,$50 and over,4.5,4.4,4.4,4,53,79%,Manabu Asanuma,Casual Elegant,Smart Casual,Quiet
La Pizza & La Pasta - Eataly NYC Downtown,Financial District,Pizzeria,$30 and under,4.5,4.2,4.3,4.1,196,87%,,Casual Dining,Casual Dress,Moderate
The Warren,West Village,American,$31 to $50,4.4,4.2,4.3,4,84,96%,,Casual Elegant,Smart Casual,Moderate
Felix,SoHo,French,$30 and under,4.2,3.9,4.2,3.8,542,66%,Pierre Landet,Casual Dining,Casual Dress,Moderate
Caffe Buon Gusto - UES,Upper East Side,Italian,$30 and under,4.7,4.5,4.3,4.5,515,93%,,Casual Dining,Casual Dress,Moderate
Eastfield's,Upper East Side,American,$30 and under,4.3,4.3,4.3,4,312,85%,,Casual Dining,Business Casual,Moderate
The Dining Room at The Metropolitan Museum of Art,Upper East Side,Contemporary American,$50 and over,4.3,4.3,4.5,3.8,1321,91%,Fred Sabo ,Casual Dining,Smart Casual,Quiet
Arte Cafe - Upper West Side,Upper West Side,Italian,$31 to $50,4.4,4.2,4.2,4.3,2734,94%,,Casual Elegant,Casual Dress,Moderate
SAN CARLO  Osteria Piemonte,SoHo,Italian,$31 to $50,4.5,4.6,4.5,4.3,498,89%,Simone Venturini,Casual Elegant,Smart Casual,Moderate
Monte's Trattoria,Greenwich Village,Italian,$31 to $50,4.5,4.3,4.3,4.4,1336,92%,Pietro Mosconi,Casual Dining,Casual Dress,Moderate
Pappardella,Upper West Side,Italian,$31 to $50,4.4,4.3,4.2,4.1,1239,93%,Lino Singh,Casual Dining,Smart Casual,Moderate
Sushi of Gari - Upper East Side,Upper East Side,Japanese,$50 and over,4.7,4.6,4,4,992,82%,MASASHI AOKI,Fine Dining,Casual Dress,Moderate
Pizzeria Sirenetta,Upper West Side,Italian,$31 to $50,4.6,4.6,4.4,4.4,592,96%,Camille Rodriguez,Casual Elegant,Casual Dress,Moderate
Cafe d'Alsace,Upper East Side,French,$31 to $50,4.5,4.4,4.3,4.2,1881,95%,Chef Philippe Roussel ,Casual Dining,Casual Dress,Moderate
The Crosby Bar,SoHo,American,$31 to $50,4.6,4.5,4.8,4.2,308,81%,Rick Laakkonen,Casual Elegant,Smart Casual,Moderate
Scalini Fedeli,TriBeCa - Downtown,Italian,$50 and over,4.8,4.8,4.7,4.4,2393,91%,Michael Cetrulo,Fine Dining,Smart Casual,Quiet
Toloache Thompson St.,Greenwich Village,Mexican,$31 to $50,4.4,4.2,4.1,3.9,447,90%,Chef Julian Medina,Casual Dining,Casual Dress,Moderate
Khe-Yo,TriBeCa - Downtown,Laotian,$31 to $50,4.5,4.3,4.4,4.1,788,80%,Soulayphet Schwader,Casual Elegant,Smart Casual,Moderate
Cafe Select,NoLita,Swiss,$30 and under,4.5,4.3,4.6,4.2,214,92%,,Casual Dining,Casual Dress,Moderate
Sushi Dojo,East Village,Sushi,$50 and over,4.8,4.6,4.3,4.3,231,85%,,Casual Dining,Casual Dress,Moderate
Negril Village,West Village,Caribbean,$31 to $50,4.7,4.5,4.5,4.3,1548,94%,Marva Layne,Casual Dining,Casual Dress,Moderate
Il Mulino New York - Tribeca,TriBeCa - Downtown,Italian,$50 and over,4.5,4.4,4.5,3.9,82,76%,,Fine Dining,Business Casual,Moderate
Ella Kitchen & Bar,Upper West Side,Spanish,$30 and under,4.4,4.4,4.2,4.1,540,91%,Felipe Camarillo,Casual Dining,Casual Dress,Moderate
ONE Dine at One World Observatory,Financial District,Bistro,$50 and over,4.2,4.5,4.6,3.9,1712,88%,Gunnar Steden,Casual Dining,Resort Casual,Moderate
La Palapa,East Village,Mexican,$30 and under,4.4,4.2,4.2,4.2,593,90%,Barbara Sibley,Casual Dining,Casual Dress,Moderate
AOC,West Village,French,$31 to $50,4.4,4.3,4.4,4.1,1073,88%,Romain Bonnans,Casual Dining,Casual Dress,Moderate
Nice Matin,Upper West Side,French,$31 to $50,4.4,4.4,4.3,4.1,2403,96%,Andy D'Amico,Casual Elegant,Business Casual,Moderate
Giano,East Village,Italian,$30 and under,4.7,4.7,4.6,4.6,888,96%,Matteo Niccoli,Casual Elegant,Casual Dress,Moderate
Parm Upper West Side,Upper West Side,Italian,$30 and under,4.3,4,3.9,3.9,764,85%,Mario Carbone and Rich Torrisi,Casual Dining,Casual Dress,Moderate
Quality Eats Upper East Side,Upper East Side,Steakhouse,$31 to $50,4.4,4.3,4.2,4,63,88%,,Casual Dining,Casual Dress,Moderate
Ristorante Morini,Upper East Side,Italian,$31 to $50,4.5,4.3,4.3,3.9,1351,84%,Michael White,Casual Elegant,Smart Casual,Moderate
Pomodoro Rosso,Upper West Side,Italian,$30 and under,4.5,4.6,4.4,4.3,1006,96%,,Casual Dining,Casual Dress,Moderate
Sojourn Restaurant,Upper East Side,Contemporary American,$30 and under,4.5,4.2,4.2,4.2,1433,91%,Peter Petti,Casual Elegant,Smart Casual,Moderate
Sushi Kaito,Upper West Side,Sushi,$50 and over,4.8,4.9,4.6,4.6,246,98%,,Casual Dining,Smart Casual,Quiet
Bella Blu,Upper East Side,Italian,$31 to $50,4.6,4.5,4.4,4.1,918,92%,,Casual Elegant,Smart Casual,Moderate
Playa Betty's,Upper West Side,Californian,$30 and under,4.3,4.2,4.2,4.2,574,87%,Michael Porteda,Casual Dining,Casual Dress,Moderate
The Smile,NoHo,American,$30 and under,4.4,4.2,4.6,4.2,408,93%,Melia Marden,Casual Dining,Casual Dress,Moderate
Sistina,Upper East Side,Italian,$31 to $50,4.7,4.8,4.8,4.2,571,89%,Giuseppe Bruno,Fine Dining,Smart Casual,Moderate
Match 65 Brasserie (formerly Paris Match),Upper East Side,French,$31 to $50,4.6,4.5,4.5,4.2,787,95%,,Casual Elegant,Smart Casual,Moderate
Senza Gluten,Greenwich Village,Italian,$30 and under,4.5,4.4,4.5,4.2,1192,91%,,Casual Elegant,Smart Casual,Moderate
Double Zero,East Village,Italian,$30 and under,4.6,4.5,4.4,4.2,465,91%,Matthew Kenney & Scott Winegard,Casual Dining,Casual Dress,Moderate
Sushi of Gari - Columbus Avenue,Upper West Side,Sushi,$50 and over,4.8,4.7,4.2,4,892,89%,TAKASHI TOMONO,Fine Dining,Business Casual,Moderate
Hotel Chantelle,Lower East Side,Contemporary American,$30 and under,4.4,4.1,4.5,4.1,981,85%,Seth Levine,Casual Dining,Casual Dress,Energetic
The Woo,SoHo,Korean,$50 and over,4.5,4.4,4.3,4,74,76%,,Casual Dining,Business Casual,Moderate
Shun Lee West,Lincoln Square,Chinese,$31 to $50,4.2,4.1,4.2,3.7,2650,78%,Peter Chau,Casual Elegant,Smart Casual,Moderate
Oxbow Tavern,Upper West Side,French American,$31 to $50,4.2,4.3,4.2,3.8,336,91%,Thomas Valenti,Casual Elegant,Casual Dress,Moderate
Little Park,TriBeCa - Downtown,Contemporary American,$31 to $50,4.5,4.4,4.6,4,923,91%,Andrew Carmellini,Casual Elegant,Casual Dress,Moderate
Augustine,Financial District,French,$31 to $50,4.6,4.6,4.7,4.1,130,95%,Markus Glocker,Casual Elegant,Business Casual,Moderate
Galli Restaurant SoHo,SoHo,Italian,$30 and under,4.4,4.5,4.4,4.2,762,91%,,Casual Dining,Casual Dress,Moderate
Wolfgang's Steakhouse - Tribeca,TriBeCa - Downtown,Steakhouse,$50 and over,4.7,4.5,4.4,4.2,1543,95%,Amiro Cruz,Casual Elegant,Casual Dress,Moderate
Tribeca Grill,TriBeCa - Downtown,American,$31 to $50,4.3,4.4,4.4,4,4663,84%,Brenton Lee,Casual Elegant,Casual Dress,Moderate
American Cut Steakhouse,TriBeCa - Downtown,Steakhouse,$31 to $50,4.5,4.4,4.5,4,942,86%,Marc Forgione,Casual Elegant,Business Casual,Moderate
Pizza Beach LES,Lower East Side,Pizzeria,$30 and under,4.6,4.4,4.6,4.4,190,100%,,Casual Dining,Casual Dress,Moderate
The Clam,West Village,Seafood,$31 to $50,4.7,4.7,4.6,4.2,895,95%,Chef Mike Price ,Casual Elegant,Smart Casual,Moderate
The East Pole - Kitchen and Bar,Upper East Side,American,$30 and under,4.3,4.2,4.3,3.8,878,69%,Nicholas Wilbur,Casual Elegant,Business Casual,Moderate
